ax,ay,az,gx,gy,gz
1.193359,-1.014648,0.230713,70.259544,36.030533,2.916031
1.195312,-1.069824,0.309326,80.625954,37.175571,2.610687
1.371826,-1.257568,0.318604,102.870232,44.458015,-4.534351
1.444092,-1.411865,0.379639,128.580154,55.526718,-18.564886
1.404053,-1.540283,0.442383,161.648849,51.511452,-34.610687
1.494629,-1.626465,0.359375,186.458008,59.251907,-54.488548
1.410889,-1.678467,0.356201,213.877869,65.557251,-73.816795
1.362549,-1.802002,0.330566,244.396942,69.175575,-86.076332
1.320068,-1.951904,0.401123,282.702301,75.648857,-92.564888
1.205322,-1.993408,0.351807,317.938934,64.503815,-98.061066
1.100586,-1.955322,0.261719,345.328247,51.251907,-104.564888
1.070068,-1.947754,0.223633,372.229004,39.847328,-112.412216
1.131348,-2.149414,0.367676,423.541992,31.847328,-130.641220
1.021973,-2.181396,0.301514,467.816803,0.732824,-161.603058
1.027832,-2.246826,0.068848,499.938934,3.450382,-183.007629
0.966797,-2.520752,0.149170,500.259552,11.954199,-184.167938
0.992920,-2.586182,-0.335449,500.259552,53.129772,-162.396942
1.177002,-2.700928,-0.512207,500.259552,96.839691,-144.824432
1.052002,-2.395508,-1.246338,500.259552,130.778625,-137.938934
0.781250,-1.718506,-1.632080,500.259552,118.885498,-140.854965
0.866699,-1.284424,-2.121338,500.259552,112.259544,-171.083969
0.773438,-1.109863,-1.870850,500.259552,109.206108,-204.977097
0.737061,-1.352051,-1.533203,500.259552,90.076332,-230.916031
0.621582,-1.707275,-1.399414,500.259552,102.381676,-230.229004
0.835449,-1.831055,-1.850830,500.259552,156.076340,-242.442749
0.476562,-1.550293,-1.784424,500.259552,137.786255,-265.862610
-0.049316,-0.927734,-2.180420,500.259552,98.198471,-262.106873
-0.370605,0.065918,-3.033447,500.259552,89.251907,-223.694656
-0.632568,0.914307,-3.230225,496.122131,58.992367,-183.633591
-0.396240,1.184814,-3.318115,401.450378,23.694656,-154.900757
-0.126953,0.751221,-2.888916,361.725189,-6.931298,-136.412216
-0.171875,0.172852,-2.451904,359.923676,-4.458015,-110.152672
-0.042725,0.421143,-2.925537,346.274811,-17.480917,-74.564888
0.117432,1.060547,-3.524658,290.290070,-1.572519,-55.923664
0.376953,1.259277,-3.734131,188.381683,18.595419,-49.511452
0.674805,0.997559,-3.389893,96.854965,67.740456,-45.358780
0.604492,0.639160,-2.661133,44.473282,106.564888,-47.236641
0.564453,0.655762,-2.302979,-15.053435,105.969467,-58.625954
0.422119,0.648926,-2.010986,-39.832062,121.267174,-53.206108
0.223145,0.589600,-1.597900,-53.160305,101.267174,-46.885498
0.135986,0.582031,-1.369385,-60.732826,90.610687,-35.816795
0.114014,0.554199,-1.184814,-71.587784,74.259544,-30.916031
0.153809,0.452637,-0.881592,-60.885498,54.671757,-23.419847
0.179932,0.496338,-0.836182,-41.740459,32.900764,-13.358779
0.178955,0.649658,-0.880859,-37.496181,20.045801,-6.702290
0.204590,0.779785,-0.917725,-38.595421,4.473282,-0.442748
0.231934,0.784668,-0.855225,-37.022900,-4.992366,6.854962
0.400391,0.750732,-0.829102,-30.580153,-4.335878,13.404580
0.209961,0.796875,-0.745117,-24.885496,-22.656488,15.022901
0.262695,0.922852,-0.990723,-30.610687,-21.709923,22.870230
0.198242,1.044678,-1.047607,-52.244274,-35.847328,26.625954
0.122070,1.088379,-1.090088,-71.526718,-49.709923,37.053436
0.013916,1.143311,-1.183838,-92.183205,-66.259544,50.778625
-0.065674,1.166260,-1.373291,-133.312973,-73.099236,64.732826
0.000000,1.131592,-1.499512,-165.267181,-85.832062,82.687019
0.267822,1.020264,-1.535889,-210.045807,-75.251907,95.740456
0.435303,0.910645,-1.487549,-240.305344,-63.770992,107.954201
0.481689,0.795410,-1.373535,-264.458008,-69.297707,115.389313
0.682373,0.787842,-1.488525,-278.763367,-67.038170,130.488556
0.684326,0.714600,-1.442871,-288.625946,-38.931297,139.877869
0.605225,0.632812,-1.381348,-310.503815,-32.732826,148.106873
0.591553,0.497803,-1.254883,-324.625946,-10.183207,157.282440
0.599365,0.312012,-1.110352,-342.625946,-12.687023,161.068695
0.636963,0.240967,-1.002686,-371.328247,-39.114502,158.305344
0.788818,0.203857,-0.919922,-375.435120,-43.786259,156.244278
0.835938,0.174805,-0.922363,-386.885498,-43.480915,154.916031
0.806396,0.130371,-0.853271,-399.984741,-54.717556,150.961838
0.960205,-0.029297,-0.857178,-409.267181,-61.358780,145.923660
0.918457,-0.174316,-0.672852,-413.129761,-73.312981,138.442749
1.011230,-0.303711,-0.536865,-391.450378,-54.610687,133.587784
1.079834,-0.535889,-0.169678,-346.106873,-31.847328,129.893127
1.178711,-0.560791,-0.123291,-311.267181,-14.106871,116.122139
1.117676,-0.542480,0.096924,-280.351135,-4.900764,100.213737
1.229492,-0.428955,0.079346,-249.664124,6.992366,78.763359
1.135254,-0.207031,-0.033203,-233.175568,20.763359,69.190842
1.084229,0.044678,-0.186035,-235.053436,29.725191,65.877861
0.951416,0.190674,-0.291992,-250.030533,39.190838,65.297707
0.787109,0.255127,-0.413330,-285.129761,46.656490,70.061066
0.662842,0.166748,-0.398682,-324.381683,38.702290,73.251907
0.818604,-0.305664,-0.107422,-335.541992,48.503819,68.549622
0.952393,-0.816162,0.513184,-305.664124,28.259542,41.221375
1.086426,-0.956543,0.715088,-267.267181,-9.938931,12.992367
1.108154,-0.866943,0.881592,-211.572525,-0.564885,-4.503817
0.927979,-0.606689,0.696777,-158.351151,12.305344,2.625954
0.880371,-0.354248,0.481445,-144.427475,33.145039,25.251909
0.845459,-0.341064,0.553955,-137.053436,50.671757,44.839695
0.858398,-0.361816,0.639404,-130.076340,54.931297,55.908398
0.846191,-0.348145,0.642578,-131.862595,43.038166,49.923664
0.799316,-0.382324,0.710449,-139.053436,18.992367,35.282444
0.801514,-0.437500,0.778076,-140.992371,-10.167939,13.954199
0.780273,-0.399902,0.760498,-135.969467,-33.938931,-2.396947
0.754883,-0.347412,0.740967,-122.977097,-49.664124,-8.702291
0.769775,-0.294678,0.653564,-106.625954,-59.984734,-7.679389
0.777588,-0.201904,0.530762,-92.183205,-60.595421,-1.908397
0.809570,-0.150635,0.439697,-80.916031,-50.809162,13.969465
0.916504,-0.155029,0.375000,-74.717560,-32.763359,34.091602
0.981934,-0.217041,0.398926,-71.923668,-7.618320,53.603054
1.076172,-0.386230,0.520996,-63.984734,8.427481,62.122139
1.321045,-0.607910,0.684326,-49.175571,23.618320,48.748093
1.335205,-0.702637,0.892822,-22.671755,24.152672,20.839695
