ax,ay,az,gx,gy,gz
0.016846,-0.256104,1.137695,71.549622,-42.190838,3.633588
0.046631,-0.295654,1.106934,77.419846,-39.366413,4.954198
0.179199,-0.401123,1.007080,100.106873,-29.160305,11.091603
0.280273,-0.514404,0.932617,134.564880,-8.114504,17.480917
0.260986,-0.772705,0.828857,193.694656,6.114504,27.748091
0.116211,-1.096436,0.684082,250.129776,19.366413,31.877863
-0.055176,-1.296631,0.586426,250.129776,20.274809,16.083969
-0.215820,-1.204102,0.379150,250.129776,16.381680,11.251908
-0.404785,-1.052246,0.149902,250.129776,-20.091602,33.488548
-0.182617,-0.945312,-0.475098,250.129776,-46.015266,66.290077
0.178711,-1.072510,-1.187012,250.129776,-59.083969,122.564888
0.343750,-1.007080,-1.823730,250.129776,-124.786263,210.877869
0.545654,-0.269531,-2.000000,250.129776,-189.679382,224.587784
0.962158,0.740967,-2.000000,250.129776,-157.480911,171.442749
0.644287,1.561768,-2.000000,250.129776,-86.725189,66.656487
-0.221680,1.999939,-2.000000,250.129776,-96.442749,-38.229008
-0.401855,1.999939,-2.000000,250.129776,-99.206108,-117.610687
-0.192627,1.999939,-1.412842,250.129776,-94.366409,-116.595421
0.149414,1.999939,-1.039795,250.129776,-108.114502,-45.427483
0.296387,1.999939,-1.027588,250.129776,-23.320610,-83.320610
0.261475,1.999939,-0.584229,250.129776,-16.335878,-30.526718
0.173340,1.985352,-0.601562,250.129776,-18.511450,30.061069
0.032959,1.153076,-0.927002,250.129776,-1.870229,77.595421
-0.152100,0.498291,-1.141846,250.129776,-0.419847,107.328247
-0.059082,0.105713,-1.409424,250.129776,-13.015267,136.648849
-0.310059,-0.119629,-1.509033,250.129776,-33.396946,133.229004
-0.511230,0.094482,-1.348145,250.129776,-59.511452,111.702293
-0.362305,0.424805,-1.263916,250.129776,-79.435112,94.603050
-0.217285,0.696777,-1.121094,250.129776,-100.832062,95.732826
0.070557,0.899170,-1.058594,250.129776,-117.862595,117.587784
0.279297,0.754395,-1.218750,250.129776,-100.435112,107.770996
0.282959,0.500000,-1.278320,250.129776,-88.954201,95.786263
0.249023,0.404785,-1.322266,234.725189,-88.282440,78.015266
0.188477,0.526367,-1.265625,200.938934,-97.473282,49.961834
0.187012,0.864502,-1.185059,153.190842,-119.236641,17.603054
0.322754,1.234375,-1.185791,87.083969,-132.992371,-17.709923
0.340332,1.511719,-1.144775,12.679389,-139.809158,-46.633587
0.404297,1.731689,-1.128662,-57.450382,-143.267181,-70.435112
0.521973,1.895020,-1.107178,-133.870224,-131.106873,-85.366409
0.549072,1.980225,-0.990723,-205.732819,-119.511452,-73.969467
0.591309,1.942383,-0.963867,-250.137405,-109.717560,-52.946564
0.749512,1.860840,-1.094971,-250.137405,-85.335876,-29.183207
0.903076,1.631836,-1.395996,-250.137405,-44.618320,0.099237
0.709229,1.395508,-1.534424,-250.137405,-6.885496,36.465649
0.528564,1.353271,-1.584229,-250.137405,13.022901,67.908394
0.395020,1.428223,-1.679443,-250.137405,31.526718,92.541985
0.126221,1.628662,-1.683105,-250.137405,46.961834,107.740456
-0.071533,1.747803,-1.750488,-250.137405,48.183205,122.702293
-0.149170,1.780518,-1.931152,-250.137405,58.427483,110.732826
-0.216797,1.488281,-2.000000,-250.137405,104.015266,65.854965
-0.281250,1.137939,-2.000000,-250.137405,169.832062,-27.160305
-0.336426,0.908936,-2.000000,-250.137405,207.564880,-162.717560
-0.046143,0.736572,-2.000000,-250.137405,190.793900,-250.137405
0.056396,0.413818,-2.000000,-250.137405,168.732819,-250.137405
-0.152832,0.412354,-1.760254,-250.137405,141.748093,-250.137405
-0.375977,0.536133,-1.468750,-250.137405,59.557251,-168.183212
-0.579590,0.901855,-1.014648,-250.137405,-12.984733,-106.045799
-0.749512,1.030029,-0.673584,-250.137405,-75.961830,-7.587786
