ax,ay,az,gx,gy,gz
-0.018799,-0.201172,1.056396,81.488548,1.900763,13.969465
0.029053,-0.224609,1.059082,87.229004,2.847328,14.709924
0.155029,-0.208252,1.069824,112.160309,13.671756,23.671755
0.200195,-0.383545,0.961914,146.641220,23.160305,28.938931
0.238281,-0.559326,0.915771,196.328247,40.610687,22.954199
0.211914,-0.648193,0.958252,250.129776,46.732826,21.961832
0.180664,-0.835938,0.848389,250.129776,40.603054,39.877861
0.125977,-1.121094,0.568848,250.129776,23.526718,67.343513
0.028076,-1.575684,0.192871,250.129776,-8.778625,77.251907
0.048096,-1.855225,-0.536377,250.129776,-48.694656,91.618324
-0.075684,-1.770020,-1.371094,250.129776,-68.442749,90.541985
-0.188232,-0.881592,-2.000000,250.129776,-74.022903,61.305344
-0.309082,0.241211,-2.000000,250.129776,-76.961830,21.717558
-0.641846,1.453125,-2.000000,250.129776,-74.656487,-16.442749
-0.797607,1.999939,-1.959229,250.129776,-77.534348,-52.557251
-0.511230,1.999939,-1.684570,250.129776,-107.633591,-58.877861
0.090820,1.999939,-1.655518,250.129776,-95.496185,-53.908398
0.142822,1.999939,-1.529053,250.129776,-53.732826,-56.717556
-0.062256,1.796875,-1.495850,250.129776,-35.145039,-48.404579
-0.269775,1.270508,-1.477539,250.129776,-23.885496,-17.931297
-0.435303,0.959473,-1.509277,250.129776,-31.587786,11.526717
-0.367920,0.751709,-1.557129,250.129776,-51.312977,49.221375
-0.424561,0.815918,-1.401367,250.129776,-107.480919,96.824425
-0.232422,0.351807,-1.868408,250.129776,-77.213737,78.297707
-0.374268,0.232178,-1.849854,250.129776,-66.282440,83.450378
-0.268799,0.299316,-1.891846,250.129776,-68.480919,75.977097
-0.311768,0.333252,-1.804932,250.129776,-73.618324,67.061066
-0.371094,0.398926,-1.753906,250.129776,-65.427483,35.412212
-0.342285,0.557861,-1.606689,250.129776,-65.312981,13.694656
-0.259521,0.699463,-1.627441,250.129776,-69.770996,-3.374046
-0.119873,1.018066,-1.667480,250.129776,-70.206108,-25.175573
-0.057373,1.304932,-1.687012,250.129776,-79.961830,-45.206108
0.207031,1.746582,-1.810791,198.404587,-85.465652,-62.740459
0.578125,1.999939,-1.829834,120.847328,-64.396950,-64.190842
0.835938,1.999939,-1.638428,55.961834,-26.801527,-46.221375
0.855469,1.999939,-1.396729,-3.091603,5.053435,-7.625954
0.820801,1.829346,-1.144531,-68.259544,27.404581,43.450382
0.584717,1.458008,-0.995361,-134.137405,36.702290,90.282440
0.381348,0.988281,-1.008057,-188.007629,49.068703,100.610687
0.244629,0.550049,-1.039307,-228.114502,65.435112,93.679390
0.088623,0.252930,-1.066895,-250.137405,76.091606,67.564888
-0.022217,0.105957,-1.043457,-250.137405,83.259544,32.290077
-0.116211,0.147461,-0.977295,-250.137405,79.503815,-8.748092
-0.184082,0.377441,-0.884766,-250.137405,69.610687,-43.740459
-0.287354,0.750000,-0.724365,-250.137405,29.343512,-71.045799
-0.232422,1.095947,-0.785400,-250.137405,-13.167939,-80.938934
-0.121338,1.255371,-1.002686,-250.137405,-36.923664,-90.328247
0.068115,1.431396,-1.268799,-250.137405,-40.740459,-91.572517
0.050049,1.339355,-1.447754,-250.137405,-31.045801,-59.343510
0.008057,1.251465,-1.578125,-250.137405,-22.839695,-57.664124
0.113770,1.392822,-1.704834,-250.137405,-24.022902,-73.374046
0.213135,1.469727,-1.936035,-250.137405,-31.603054,-50.870228
0.275391,1.552490,-2.000000,-250.137405,-21.610687,-11.954199
0.095947,1.553223,-2.000000,-250.137405,-6.381680,45.435116
-0.260742,1.524170,-2.000000,-250.137405,12.564885,115.671753
-0.523438,1.516846,-2.000000,-250.137405,40.030533,144.129776
-0.513428,1.242920,-2.000000,-250.137405,55.549618,118.175575
-0.571533,0.989502,-1.806396,-250.137405,61.519085,91.061066
-0.845947,0.624268,-1.441650,-250.137405,50.114502,77.396950
-0.854980,0.591797,-0.981445,-250.137405,39.526718,47.992367
-0.647217,0.587891,-0.673584,-250.137405,16.190840,-3.862595
-0.437256,0.433838,-0.525879,-250.137405,11.145039,-40.229008
-0.292725,0.552734,-0.165527,-250.137405,-2.916031,-67.137405
-0.029785,0.549316,-0.069092,-250.137405,-19.221375,-71.412216
0.129883,0.274902,-0.092529,-250.137405,-3.175573,-66.809158
0.136719,0.008545,0.053223,-250.137405,17.015266,-51.694656
0.061523,-0.161865,0.228027,-250.137405,22.641222,-20.549618
-0.067383,-0.535156,0.329590,-250.137405,23.290077,13.167939
-0.247559,-0.828369,0.509766,-250.137405,9.366412,34.297710
-0.243164,-0.923584,0.639404,-250.137405,-2.717557,45.763359
-0.208984,-0.896484,0.737061,-212.167938,-11.099236,41.488548
-0.284912,-0.603027,0.928223,-181.099243,-16.839695,24.503817
-0.285400,-0.269043,1.080566,-175.381683,-31.374046,9.183207
-0.142578,-0.090332,1.120117,-181.816788,-51.145039,10.725191
0.010742,-0.185791,0.993896,-171.770996,-60.633587,20.274809
0.107910,-0.196777,0.928223,-154.106873,-52.778625,25.267176
0.139404,-0.392334,0.910400,-129.198471,-54.251907,34.908398
0.118652,-0.535156,0.881348,-99.618324,-45.145039,35.152672
0.173584,-0.535156,0.846680,-70.908394,-29.389313,31.152672
0.212646,-0.517822,0.876953,-52.641220,-5.580153,32.221375
0.093262,-0.614258,0.885010,-32.198475,10.206107,25.244274
-0.065674,-0.463379,0.974121,-13.564885,20.603054,5.679389
-0.186035,-0.245361,1.097412,-10.412213,16.534351,1.564885
-0.227051,-0.051270,1.177246,-20.045801,6.274809,-4.847328
-0.133301,-0.050049,1.129150,-31.618320,-5.038168,4.587786
-0.039795,-0.169434,1.023926,-33.351147,-12.137404,10.923664
0.041992,-0.322021,0.933594,-25.160305,-13.664123,14.038168
0.023438,-0.536865,0.892822,-10.687023,-19.854961,15.442748
-0.003906,-0.656982,0.864502,14.114504,-29.969465,13.648855
0.002686,-0.592529,0.844238,41.748093,-29.305344,-0.908397
-0.040283,-0.234863,0.979980,52.061069,-17.572519,-10.900764
-0.105225,0.105469,1.120117,42.435116,-16.916031,-12.320611
-0.076660,0.224121,1.208496,25.763359,-2.877863,-7.396946
-0.012695,0.110352,1.165771,8.862596,-0.557252,-7.114504
