ax,ay,az,gx,gy,gz
0.324219,-0.890869,0.790527,-51.053436,70.320610,75.557251
0.421875,-1.094727,0.971680,-37.480915,92.931297,85.893127
0.390137,-1.312988,1.158691,-14.061069,118.610687,79.190842
0.337891,-1.524902,1.388428,11.832061,130.702286,69.053436
0.208008,-1.672852,1.667725,58.213741,110.274811,54.259541
0.191895,-1.620850,1.941162,102.671753,86.839691,30.488550
0.167480,-1.720459,1.808105,156.030533,55.511452,16.687023
0.153564,-1.633301,1.628418,181.694656,29.603054,-5.007634
0.102539,-1.482422,1.442383,199.679382,9.282443,-27.114504
0.028564,-1.353271,1.265869,208.076340,-0.900763,-35.664124
-0.022461,-1.253174,1.214355,215.832062,-2.717557,-32.961834
-0.050293,-1.243408,1.252686,230.671753,-5.145038,-30.290077
-0.040771,-1.239258,1.301270,254.748093,-1.816794,-23.267176
-0.105713,-1.215576,1.337402,285.847321,-3.236641,-24.122137
-0.194336,-1.139404,1.299072,314.244263,-9.022901,-18.900763
-0.174805,-1.072266,1.167480,334.061066,-14.198473,-17.984734
-0.085693,-1.007080,1.039307,342.793884,-32.442749,-13.877863
-0.054932,-0.931885,0.894531,346.015259,-36.534351,-23.236641
-0.114502,-0.806152,0.805664,346.916016,-43.847328,-30.580153
-0.147461,-0.756104,0.758545,359.832062,-48.045803,-32.351147
-0.143799,-0.666260,0.699707,374.549622,-54.732826,-33.175571
-0.113770,-0.623291,0.493652,375.847321,-55.450382,-34.671757
-0.132324,-0.469971,0.428711,369.557251,-45.587788,-29.190840
-0.164062,-0.401123,0.363037,369.358765,-37.633587,-21.694656
-0.173096,-0.303467,0.307373,363.572510,-36.656490,-18.931297
-0.138184,-0.189697,0.210938,356.137390,-45.297710,-19.343512
-0.157715,-0.114746,0.108643,344.916016,-56.412212,-25.206106
-0.122803,-0.005615,0.022461,330.320618,-60.839695,-27.526718
-0.075195,0.050537,-0.112061,323.282440,-61.740459,-34.916031
-0.073486,0.084473,-0.104980,326.305328,-63.465649,-49.587788
-0.051758,0.174561,-0.170654,329.770996,-59.816795,-58.732826
-0.028564,0.286377,-0.277344,319.465637,-52.152672,-65.480919
-0.062012,0.384033,-0.356934,310.213745,-56.885498,-68.656487
-0.139404,0.547363,-0.532471,296.793884,-59.358780,-72.015266
-0.107422,0.750488,-0.679199,273.541992,-46.229008,-69.312981
-0.168213,0.944092,-0.806396,241.877869,-39.435116,-64.519081
-0.194092,1.122803,-0.830811,205.770996,-24.183207,-52.137405
-0.131592,1.236084,-0.901367,176.320618,-9.572519,-36.351147
-0.143555,1.278076,-0.898193,137.282440,0.091603,-24.992367
-0.133057,1.276123,-0.892822,96.442749,8.992367,-14.320611
-0.120850,1.231445,-0.808594,55.511452,14.839695,-10.900764
-0.127686,1.173096,-0.745850,24.366413,16.702290,-13.419847
-0.156982,1.152344,-0.703613,-2.458015,14.473283,-16.183207
-0.178467,1.135498,-0.668945,-24.687023,12.305344,-16.152672
-0.165527,1.140137,-0.647217,-49.832062,10.412213,-15.694656
-0.199219,1.134766,-0.597412,-72.564888,8.625955,-12.427481
-0.223633,1.122070,-0.520264,-89.206108,8.244275,-9.465649
-0.238525,1.091309,-0.459229,-107.038170,4.458015,-7.145038
-0.208984,1.095947,-0.449707,-130.396942,2.900763,-1.862595
-0.278564,1.037354,-0.344482,-152.290070,-0.748092,-1.557252
-0.313965,0.959961,-0.272949,-176.030533,-5.435114,1.938931
-0.328125,0.900635,-0.197754,-194.977097,-12.824428,6.183206
-0.367432,0.827393,-0.074951,-206.885498,-27.786259,9.328244
-0.339600,0.710938,0.051270,-214.244278,-40.091602,11.618320
-0.345947,0.723877,0.099121,-220.366409,-60.335876,18.839695
-0.303955,0.678223,0.203613,-213.190842,-63.954197,26.396946
-0.152344,0.597656,0.177246,-210.580154,-69.816795,31.022902
-0.070801,0.564697,0.188965,-212.427475,-62.290077,34.244274
0.000000,0.515381,0.208252,-211.328247,-49.114502,39.145039
0.014404,0.502930,0.238281,-214.687027,-32.488548,46.320610
-0.011475,0.454346,0.330078,-215.633591,-24.030535,50.732826
-0.062012,0.386963,0.390625,-215.129776,-16.290077,56.931297
-0.056396,0.354248,0.422607,-215.984726,-18.610687,61.282444
0.028076,0.274170,0.479980,-211.389313,-11.923664,58.229008
0.099365,0.155518,0.567627,-202.824432,-9.389313,52.748093
0.143066,0.107178,0.646729,-200.274811,-11.236641,46.580154
0.148193,0.093750,0.723145,-200.687027,-14.595420,39.801525
0.135010,0.077637,0.792725,-198.152664,-23.984734,39.618320
0.188477,0.037842,0.751465,-201.389313,-29.587786,43.587788
0.231445,-0.002686,0.826416,-207.694656,-33.877861,50.473282
0.312744,-0.055420,0.829102,-205.679382,-33.175571,56.106869
0.308350,-0.161133,0.905518,-192.442749,-31.251909,59.145039
0.380859,-0.238281,0.970947,-173.526718,-28.977098,60.580154
0.467041,-0.312256,0.974121,-160.427475,-19.358778,56.091602
0.490234,-0.359375,1.004883,-152.961838,-9.938931,45.419846
0.465820,-0.332520,1.027100,-143.282440,-2.183206,32.427483
0.442627,-0.344238,1.045654,-129.938934,5.297710,29.862595
0.427002,-0.379395,1.093506,-113.297707,12.656488,33.404579
0.421631,-0.364258,1.120850,-104.809158,14.198473,34.366413
0.415771,-0.340576,1.124512,-98.366409,12.549619,33.450382
0.417969,-0.319824,1.075928,-92.549622,8.351145,29.343512
0.399170,-0.271729,1.073730,-92.885498,3.190840,25.312977
0.388428,-0.273926,1.072754,-92.290077,4.580153,21.404581
0.359619,-0.285889,1.107666,-87.786263,4.824428,18.305344
