ax,ay,az,gx,gy,gz
0.776855,0.595703,-0.567139,24.213741,0.244275,23.709923
0.751221,0.506348,-0.559814,12.885496,-12.244275,24.076336
0.764404,0.543457,-0.551514,5.083970,-18.931297,34.824429
0.749023,0.588379,-0.591064,-8.534351,-19.297710,36.030533
0.740967,0.490723,-0.709473,-9.526717,-33.709923,41.984734
0.804688,0.475830,-0.706299,-14.931297,-44.717556,41.526718
0.830566,0.572998,-0.863770,-31.297710,-49.877861,55.496181
0.802002,0.541260,-0.985352,-61.877861,-56.564884,44.931297
0.859131,0.540039,-1.038818,-82.167938,-57.740459,46.961834
0.920898,0.542236,-1.090820,-102.274811,-58.473282,44.473282
0.977539,0.534912,-1.128906,-118.000000,-49.053436,43.480915
0.967529,0.491699,-1.136963,-130.641220,-36.427483,40.702290
0.955811,0.481934,-1.103516,-141.725189,-24.351145,42.824429
0.898926,0.478760,-1.048340,-155.068695,-15.343512,44.122139
0.896729,0.451660,-0.993408,-158.748093,-3.129771,53.221375
0.937012,0.441162,-1.009033,-164.244278,22.305344,56.076336
0.905273,0.416260,-0.916748,-165.145035,32.900764,58.198475
0.866211,0.396729,-0.868408,-172.106873,37.541985,61.679390
0.868896,0.404053,-0.838623,-186.213745,38.213741,62.854961
0.873535,0.385010,-0.836914,-203.450378,39.221375,64.870232
0.868652,0.350830,-0.833984,-224.290070,42.977100,66.122139
0.847900,0.327881,-0.821045,-248.213745,45.480915,63.969467
0.826660,0.285645,-0.778320,-273.541992,39.450382,68.030533
0.847656,0.261719,-0.746338,-296.519073,37.267174,71.603050
0.820801,0.100342,-0.668701,-304.702301,30.931297,81.954201
0.877930,0.028320,-0.540283,-300.122131,39.969467,79.740456
0.938965,-0.054443,-0.489990,-286.931305,51.389313,77.770996
0.975342,-0.104736,-0.406006,-273.923676,61.908398,75.206108
0.986328,-0.133545,-0.340332,-262.656494,73.755722,73.938934
0.986816,-0.138184,-0.290039,-256.244263,83.725189,70.564888
0.933838,-0.104004,-0.239014,-253.923660,91.129768,65.053436
0.851074,-0.066650,-0.211182,-259.099243,85.145035,64.290077
0.847656,-0.073486,-0.234131,-268.778625,79.374046,62.625954
0.888184,-0.129883,-0.220215,-281.389313,74.702293,57.496181
0.995117,-0.245361,-0.208252,-294.885498,71.419846,54.519085
1.089600,-0.384277,-0.229736,-301.847321,76.564888,47.862595
1.218994,-0.392822,-0.149658,-316.564880,103.847328,41.572517
1.146729,-0.493896,0.020752,-314.290070,117.541985,25.328245
1.024170,-0.535645,0.161377,-303.267181,124.442749,20.839695
0.921631,-0.554932,0.392090,-292.167938,121.709923,12.045801
0.802002,-0.544189,0.557373,-279.740448,91.083969,6.717557
0.813965,-0.504639,0.673096,-262.351135,76.946564,6.167939
0.731689,-0.504150,0.703369,-246.076340,45.358780,3.984733
0.752441,-0.444092,0.731201,-232.000000,15.862596,1.435115
0.740967,-0.461426,0.622314,-212.671753,-6.045802,4.259542
0.826172,-0.417236,0.566406,-192.351151,-23.618320,8.427481
0.921875,-0.395996,0.461670,-178.137405,-9.450381,13.297709
0.935303,-0.420654,0.433105,-159.908401,5.801527,17.862595
0.947510,-0.413086,0.420410,-146.305344,16.396946,21.221375
0.918945,-0.403564,0.447754,-139.755722,21.648855,20.671755
0.879883,-0.369385,0.448242,-132.458008,18.458015,18.931297
0.823730,-0.342041,0.443848,-125.862595,14.580153,20.015266
0.777344,-0.361084,0.433105,-122.244278,9.251908,20.061069
0.752197,-0.364990,0.442871,-118.305344,7.053435,30.610687
0.730957,-0.396973,0.425781,-119.190842,11.053435,49.923664
0.735352,-0.432861,0.390381,-114.198471,13.908397,63.404579
0.738770,-0.525391,0.464844,-108.320610,16.152672,81.633591
0.922852,-0.670898,0.496094,-105.007637,22.809160,91.145035
1.133057,-0.800049,0.595947,-101.786263,35.389313,84.748093
1.185303,-0.874268,0.748047,-92.229004,37.129772,64.793892
