ax,ay,az,gx,gy,gz
1.024658,0.496338,-0.284180,15.709924,-20.198473,-2.458015
1.028809,0.504883,-0.289062,14.885496,-16.519083,-1.145038
1.020264,0.531738,-0.286621,13.175572,-9.221375,3.022901
1.030273,0.549316,-0.299072,10.442748,-8.732824,4.458015
1.201416,0.535400,-0.446289,11.877863,-14.076336,4.717557
1.422852,0.637451,-0.557861,1.083969,8.824428,13.236641
1.265869,0.581055,-0.350342,-11.618320,33.938931,14.763359
0.905273,0.422363,-0.127197,-12.000000,31.206106,14.167939
0.799561,0.360352,-0.074219,-7.404580,10.366412,5.053435
0.888184,0.360107,-0.119629,-7.145038,2.167939,1.496183
0.900146,0.352539,-0.124756,-3.633588,2.335878,0.641221
0.881836,0.341553,-0.126953,0.305344,0.458015,-1.099237
0.881104,0.358398,-0.129639,2.610687,-2.809160,-3.770992
0.865234,0.391357,-0.160156,4.351145,-4.000000,-4.030534
0.868896,0.429688,-0.181152,4.763359,-4.671756,-4.076336
0.846191,0.465088,-0.182129,3.648855,-7.419847,-6.244275
0.855469,0.512451,-0.215088,1.786260,-12.625955,-10.076336
0.879150,0.569580,-0.243408,-0.488550,-14.458015,-14.000000
0.868652,0.651367,-0.274902,-0.381679,-14.534351,-14.580153
0.868896,0.728271,-0.320801,2.106870,-11.541985,-9.450381
0.868896,0.818115,-0.388672,3.740458,-4.671756,0.076336
0.852051,0.902832,-0.425293,2.152672,1.465649,9.038168
0.833008,0.999023,-0.472412,-3.984733,5.572519,16.473282
0.814453,1.051270,-0.508301,-13.129771,8.839695,22.213741
0.763184,1.115234,-0.547852,-24.381680,10.610687,26.488550
0.720459,1.167480,-0.545654,-37.648853,8.351145,29.496183
0.686279,1.207031,-0.584229,-51.374046,4.564886,33.618320
0.667969,1.217529,-0.610107,-66.061066,2.824427,38.656490
0.656494,1.229736,-0.658447,-79.893127,-0.885496,39.068703
0.627930,1.253418,-0.698975,-92.702293,-8.412213,46.854961
0.663086,1.243164,-0.761963,-102.793892,-12.763359,54.091602
0.732178,1.289551,-0.858398,-112.030533,-6.167939,70.595421
0.770264,1.297119,-0.931641,-122.809158,5.832061,90.534348
0.765869,1.270996,-0.959229,-138.122131,17.374046,105.358780
0.734131,1.182617,-0.977783,-156.473282,22.229008,111.587784
0.728516,1.057129,-1.012207,-175.908401,22.061069,111.496185
0.755615,0.949219,-1.056885,-193.664124,21.847328,109.297707
0.781250,0.846680,-1.095215,-209.511444,21.129770,107.847328
0.838867,0.761719,-1.182861,-220.366409,23.282442,109.832062
0.918701,0.680908,-1.258057,-228.931305,27.847328,115.007637
1.052002,0.596436,-1.484131,-233.389313,43.511452,127.496185
1.195312,0.649414,-1.571289,-244.870224,69.389313,139.496185
1.320557,0.505371,-1.691650,-262.839691,105.740456,151.083969
1.330078,0.339111,-1.668213,-283.404572,145.435120,155.954193
1.285645,0.107422,-1.623779,-301.877869,180.427475,156.793900
1.180908,-0.135010,-1.557861,-315.938934,218.274811,152.229004
0.923584,-0.312744,-1.396973,-328.244263,243.954193,147.938934
0.707275,-0.487305,-1.251465,-337.557251,254.824432,141.099243
0.540527,-0.646484,-1.117676,-347.908386,259.603058,132.167938
0.410889,-0.879150,-0.970459,-355.419861,251.984726,115.465652
0.296875,-1.153564,-0.733643,-369.908386,234.580154,93.633591
0.280762,-1.515625,-0.585693,-374.763367,217.435120,62.656490
0.153564,-1.679199,-0.328125,-368.290070,198.259537,40.564884
0.047852,-1.820068,-0.147949,-349.633575,185.282440,34.412212
-0.103271,-1.916992,0.060059,-322.503815,169.755722,42.778625
-0.091064,-2.026123,0.208740,-285.816803,165.251907,71.435112
-0.168457,-2.256104,0.442383,-250.854965,162.488556,92.061066
-0.557129,-2.864502,1.305176,-320.122131,53.679390,160.381683
3.999878,-4.000000,0.696777,135.496185,500.259552,500.259552
-3.608154,-4.000000,2.662354,177.954193,55.007633,-53.557251
0.150879,-1.556885,0.918457,30.900763,-113.954201,-85.114502
-0.115967,-1.557617,0.964111,-17.832062,-81.603050,-73.664124
-0.007324,-2.014404,0.949463,22.412214,-112.183205,-98.366409
0.256592,-1.866943,0.807861,83.893127,-135.770996,-112.335876
0.351562,-1.760986,0.599121,115.664124,-117.893127,-92.580154
0.385010,-1.523682,0.488037,142.442749,-76.748093,-48.412212
0.312500,-1.428955,0.498291,180.809158,-84.442749,-19.816793
0.587646,-1.168945,0.310059,210.992371,-95.938934,-15.694656
0.644287,-0.813721,0.189941,208.656494,-100.244278,-17.419847
0.770752,-0.771973,0.097412,195.389313,-109.603050,-28.687023
0.941650,-0.769287,-0.016357,194.381683,-106.809158,-38.183205
0.989746,-0.695312,-0.084961,192.229004,-102.488548,-40.870228
1.050293,-0.600586,-0.137939,189.969467,-93.908394,-36.916031
1.102051,-0.570557,-0.178711,188.519089,-77.404579,-28.320610
1.058838,-0.531494,-0.153809,189.358780,-66.580154,-18.778625
1.051025,-0.444336,-0.126465,188.900757,-58.839695,-9.923664
1.053711,-0.387939,-0.097168,186.946564,-50.916031,-2.412214
1.048828,-0.343506,-0.041504,183.954193,-42.030533,1.816794
0.994629,-0.296875,0.011963,180.503815,-36.244274,4.244275
0.962891,-0.304443,0.070068,179.053436,-36.122139,3.404580
0.949951,-0.253906,0.146484,179.862595,-32.381680,2.564885
0.898193,-0.272217,0.121826,176.381683,-40.381680,-3.389313
