ax,ay,az,gx,gy,gz
1.110352,-0.058105,-0.635010,16.946566,-25.129770,10.137404
1.101318,-0.053711,-0.687256,13.832061,-22.198473,8.122137
1.166748,-0.014404,-0.836914,6.854962,1.496183,17.908398
1.141846,0.010986,-0.888428,10.641221,-4.809160,9.358779
1.132568,0.010254,-0.984619,3.572519,8.076336,9.847328
1.145508,0.055176,-1.001953,-4.763359,14.458015,9.908397
1.147705,0.063477,-1.053955,-18.427481,23.557251,8.717557
1.134033,0.067627,-1.097900,-35.770992,31.725191,5.572519
1.157959,0.047119,-1.112549,-56.122139,35.007633,1.832061
1.176270,0.032959,-1.095215,-79.053436,38.916031,-4.412214
1.173828,0.017090,-1.076172,-97.541985,41.099236,-11.374045
1.152344,0.018555,-1.056396,-112.519081,46.534351,-16.870230
1.106689,0.031982,-1.033691,-125.496185,49.465649,-20.198473
1.045898,0.044189,-1.024658,-139.374039,50.595421,-21.358778
1.020020,0.059082,-1.030518,-153.526718,51.694656,-19.221375
0.993164,0.059082,-1.012207,-166.809158,56.091602,-14.610687
0.964111,0.048340,-1.017090,-179.709930,63.526718,-9.786260
0.919922,0.043945,-0.997070,-193.954193,69.618324,-3.450382
0.885254,0.028320,-0.967773,-208.549622,76.885498,4.931298
0.850098,-0.001465,-0.916748,-221.267181,84.519081,11.587787
0.810303,-0.026611,-0.869141,-233.083969,90.900764,20.076336
0.781982,-0.058594,-0.814453,-240.229004,98.824425,26.427481
0.727783,-0.102783,-0.757324,-245.862595,98.412216,30.778625
0.708008,-0.148193,-0.716797,-250.045807,98.000000,35.404579
0.688721,-0.179443,-0.603271,-255.541992,89.938934,35.862595
0.694336,-0.259277,-0.530029,-256.778625,83.389313,35.954197
0.741455,-0.316650,-0.478516,-254.030533,76.412216,32.351147
0.765869,-0.354492,-0.431396,-250.244278,66.793892,27.755726
0.766113,-0.353760,-0.382080,-246.427475,54.732826,23.496183
0.788818,-0.362305,-0.427002,-242.015274,47.358780,20.900763
0.796387,-0.367188,-0.444336,-241.511444,44.809162,19.984734
0.798584,-0.398438,-0.447998,-243.679382,47.893131,25.267176
0.797852,-0.458984,-0.387695,-249.175568,55.312977,33.038166
0.825928,-0.553467,-0.260742,-254.305344,59.832062,37.343510
0.850586,-0.610107,-0.121094,-257.465637,51.572517,34.290077
0.881836,-0.668701,-0.023682,-254.320618,36.519085,26.488550
0.929688,-0.679443,0.037598,-248.778625,20.488550,17.312977
0.888184,-0.733154,0.129639,-233.664124,8.183207,8.610687
1.041260,-0.778320,0.018555,-216.152664,11.709924,11.145039
1.057129,-0.782715,0.049316,-196.366409,24.839695,17.938931
1.099609,-0.808350,0.082764,-178.335876,34.274811,26.137405
1.124023,-0.808350,0.127930,-164.351151,38.244274,29.557251
1.137451,-0.786377,0.161865,-151.297714,39.129772,27.389313
1.140137,-0.761719,0.163574,-139.862595,40.427483,22.564886
1.119629,-0.731201,0.157715,-132.076340,41.908398,15.664123
1.080566,-0.701172,0.185059,-127.709923,40.045803,10.519084
1.064697,-0.693604,0.208984,-123.450378,37.938931,7.145038
1.058838,-0.715332,0.251221,-117.374046,41.526718,6.549618
1.072510,-0.736572,0.313721,-113.114502,48.549618,9.251908
1.074463,-0.779053,0.431152,-108.977097,52.687023,10.931297
1.078613,-0.815186,0.528809,-99.862595,51.541985,12.061069
1.096191,-0.853027,0.615234,-84.641220,49.511452,9.954199
1.089355,-0.848145,0.662354,-67.358780,41.221375,5.145038
1.094727,-0.839600,0.656250,-50.091602,29.053434,0.122137
1.110352,-0.812988,0.617676,-34.503819,16.137405,-5.755725
1.135254,-0.789307,0.571533,-19.267176,7.801527,-12.076336
1.151367,-0.760010,0.541260,-3.557252,-1.328244,-18.320610
1.155273,-0.725342,0.471191,11.816793,-11.862596,-24.229008
1.181396,-0.680908,0.359131,23.969465,-19.938931,-29.419847
1.218750,-0.615967,0.254639,32.839695,-20.030535,-34.534351
1.220215,-0.556152,0.157471,36.580154,-20.961832,-39.893131
1.222656,-0.508301,0.093506,38.702290,-20.977098,-44.610687
1.216064,-0.467285,0.044678,41.740459,-17.389313,-48.167938
1.204102,-0.456543,0.045898,45.923664,-12.748092,-50.183205
1.175049,-0.420898,0.043213,52.244274,-8.045801,-52.213741
1.174561,-0.417969,0.044189,61.557251,-3.557252,-53.755726
1.166016,-0.394775,0.023682,71.312981,-0.885496,-56.839695
1.161621,-0.356445,0.012695,80.274811,2.656489,-58.946564
1.144043,-0.325684,-0.022705,87.343513,6.320611,-59.557251
1.096191,-0.297607,-0.042969,92.900764,9.419847,-60.183205
1.080566,-0.248291,-0.053955,95.801529,11.053435,-59.282444
1.062012,-0.222168,-0.068604,99.099236,14.198473,-58.488548
1.038818,-0.205078,-0.075439,101.664124,14.977099,-57.541985
1.029785,-0.176025,-0.089111,103.801529,19.450382,-58.076336
1.011719,-0.160400,-0.089844,106.442749,22.549618,-57.038166
1.010742,-0.155273,-0.062012,109.267174,26.290077,-55.206108
0.988770,-0.138428,-0.044189,114.381676,29.389313,-52.809162
0.959717,-0.127686,-0.019043,120.290077,32.167938,-49.801525
0.946045,-0.119141,-0.004883,127.557251,34.229008,-46.656490
0.929688,-0.114990,0.026611,135.511444,34.916031,-44.152672
0.907715,-0.097168,0.044189,142.824432,32.534351,-44.381680
0.892822,-0.077148,0.038574,147.603058,28.992367,-45.114502
0.877441,-0.044434,0.020752,148.687027,22.839695,-46.152672
0.860352,-0.015381,-0.008545,148.396942,17.725191,-46.091602
0.847656,0.018066,-0.033447,146.167938,12.167939,-45.496181
0.841797,0.027832,-0.039062,144.442749,8.732824,-44.610687
0.833252,0.060547,-0.035889,143.938934,6.427481,-40.656490
