ax,ay,az,gx,gy,gz
1.983887,-1.079834,-0.150391,10.229008,-50.702290,-12.061069
1.921875,-1.054932,-0.196045,23.938931,-40.885498,-37.984734
1.802246,-1.024902,-0.216553,37.099236,-21.068703,-56.854961
1.710449,-1.068848,-0.133789,51.862595,-13.496183,-75.083969
1.675537,-1.092773,-0.101074,60.992367,-19.511450,-99.022903
1.630859,-1.091309,-0.105957,68.671753,-22.534351,-123.694656
1.598389,-1.109375,-0.188721,67.648857,-17.938931,-151.496185
1.543945,-1.194092,-0.101562,63.282444,-23.007633,-185.480911
1.463623,-1.249756,-0.030518,72.732826,-31.969465,-220.824432
1.273682,-1.189209,-0.034668,82.427483,-45.984734,-251.694656
1.181396,-1.160400,-0.085938,90.106873,-53.160305,-273.465637
1.136230,-1.186279,-0.044678,102.656487,-50.778625,-290.961823
1.137451,-1.230225,-0.032715,118.671753,-45.404579,-309.343506
1.104004,-1.229492,-0.096436,137.557251,-36.992367,-324.717560
1.177979,-1.314209,-0.135498,157.496185,-11.053435,-340.351135
1.228516,-1.402832,-0.004883,181.832062,5.038168,-370.656494
1.290771,-1.498535,-0.110840,221.007629,23.083969,-397.923676
1.221680,-1.665771,0.021973,261.038177,44.748093,-430.274811
1.041992,-1.763672,-0.007324,307.435120,37.022900,-461.862610
0.864990,-1.742188,-0.299316,333.175568,40.167938,-491.755737
0.715820,-1.776123,-0.409180,351.099243,60.793892,-500.274811
0.485352,-1.680176,-0.567139,355.618317,65.160309,-500.274811
0.127930,-1.412598,-0.927002,329.801514,47.786259,-500.274811
0.020508,-1.337646,-1.219727,301.358765,70.167938,-500.274811
-0.243408,-1.171875,-1.181396,303.770996,78.977097,-500.274811
-0.696777,-0.729492,-1.465332,322.946564,90.091606,-470.122131
-1.341553,-0.093506,-1.674805,365.496185,103.603050,-416.259552
-1.644775,0.624268,-2.146240,391.297699,77.282440,-350.183197
-1.654297,1.197998,-2.641357,317.114502,66.427483,-284.458008
-1.310791,1.037109,-3.049316,277.083984,105.908394,-238.106873
-1.763428,0.855469,-2.802979,318.931305,121.969467,-190.229004
-1.297607,1.467529,-3.815918,169.633591,-25.007633,-178.549622
-1.068115,1.039551,-3.273193,109.954201,152.549622,-105.572517
-1.415039,1.079102,-2.914062,75.343513,120.809158,-70.977097
-1.183105,1.030029,-2.771729,36.320610,117.236641,-37.007633
-0.962646,0.939697,-2.577393,10.519084,111.664124,-10.396947
-0.817383,0.875977,-2.304688,-24.076336,103.847328,10.732824
-0.627441,0.846680,-2.002197,-51.312977,91.603050,28.274809
-0.386230,0.805420,-1.711914,-68.290077,79.526718,38.931297
-0.171387,0.759277,-1.458252,-80.748093,77.404579,45.847328
0.012451,0.705322,-1.182373,-93.465652,61.618320,42.671757
0.075928,0.748535,-1.042725,-103.816795,56.839695,37.343510
0.060791,0.811768,-0.918213,-112.732826,38.778625,33.053436
0.126465,0.859375,-0.841553,-113.083969,36.244274,32.381680
0.097656,0.877686,-0.777344,-112.961830,30.656488,31.908398
0.094971,0.878174,-0.742676,-105.053436,22.183207,34.763359
0.113281,0.867432,-0.758301,-100.717560,20.488550,38.763359
0.077637,0.863525,-0.740479,-94.183205,15.923664,44.229008
0.030762,0.851807,-0.771240,-95.770996,5.877862,51.404579
0.052979,0.849854,-0.729736,-84.351143,-12.106871,59.465649
0.071777,0.848877,-0.833496,-90.977097,-8.931297,69.572517
0.121094,0.815430,-0.831299,-105.022903,-14.595420,78.687019
0.264648,0.768311,-0.795898,-112.839691,-10.244275,88.702293
0.348633,0.733643,-0.746338,-118.320610,-6.381680,94.335876
0.389160,0.752930,-0.771973,-126.290077,-6.106870,97.587784
0.390625,0.803955,-0.823242,-139.404587,-0.045802,106.916031
0.396729,0.844482,-0.875488,-159.664124,4.885496,116.961830
0.392822,0.867920,-0.960938,-190.106873,5.374046,123.450378
0.166992,0.799561,-0.877930,-234.870224,3.160305,125.633591
0.401611,0.669678,-0.629395,-220.702286,-17.083969,135.786255
