ax,ay,az,gx,gy,gz
0.575928,-0.058105,0.755859,-0.732824,-1.175573,-0.839695
0.569824,-0.055664,0.755127,-0.748092,-1.251908,-0.595420
0.585693,-0.051758,0.755371,-0.839695,-1.374046,0.503817
0.589844,-0.054688,0.749512,-0.793893,0.152672,2.381679
0.584473,-0.065918,0.750488,-0.961832,1.358779,3.740458
0.577393,-0.073242,0.767334,-0.778626,1.725191,4.793893
0.599121,-0.105225,0.777832,1.251908,2.534351,5.725191
0.622070,-0.120361,0.798340,1.465649,5.725191,7.740458
0.626221,-0.148926,0.829346,4.198473,10.122137,8.290076
0.648193,-0.181885,0.866699,7.984733,12.809160,9.190840
0.676758,-0.229248,0.883301,14.045801,17.740458,10.549619
0.693604,-0.270508,0.930908,22.885496,27.557251,13.984733
0.688477,-0.305176,0.945557,30.351145,36.458015,18.763359
0.674072,-0.341797,0.993408,37.282444,42.916031,23.541985
0.671631,-0.391602,1.034912,46.900764,49.083969,23.755726
0.642334,-0.412842,1.057129,56.122139,45.603054,18.335878
0.617920,-0.393066,1.066650,62.290077,36.748093,9.511451
0.623291,-0.384277,1.050049,67.694656,27.496183,-1.022901
0.611816,-0.353516,1.005615,75.145035,20.244274,-10.595420
0.590088,-0.291992,0.960449,81.770996,17.007633,-14.534351
0.597168,-0.250000,0.919189,88.091606,20.595419,-13.648855
0.570557,-0.226562,0.891846,96.381676,23.267176,-15.068703
0.571289,-0.179199,0.847412,99.969467,20.106871,-20.167938
0.564941,-0.129150,0.816162,105.465652,16.778625,-27.328245
0.541260,-0.084717,0.794678,111.190842,11.572519,-39.236641
0.495850,-0.001465,0.740479,115.541985,1.954198,-50.656490
0.449951,0.138672,0.682373,118.824425,-10.992367,-59.938931
0.446533,0.382812,0.471436,114.625954,-20.900763,-65.328247
0.458496,0.619629,0.297119,93.374046,-19.679390,-62.900764
0.491211,0.764893,0.207031,72.366409,-9.480916,-56.335876
0.472656,0.875732,0.285400,45.664124,-2.977099,-46.213741
0.388428,0.941650,0.179688,31.267176,2.610687,-42.519085
0.379639,1.149658,0.035156,6.244275,2.488550,-35.969467
0.336670,1.359375,-0.040283,-24.916031,2.061069,-28.045801
0.307129,1.708740,-0.246582,-59.496181,7.389313,-16.045801
0.456543,1.844727,-0.450928,-111.893127,38.488548,0.137405
0.269775,1.712402,-0.593262,-152.290070,67.938934,18.610687
