ax,ay,az,gx,gy,gz
-0.265381,0.013916,1.024414,-9.374045,3.587786,3.679389
-0.268066,0.016357,1.021240,-8.778625,4.412214,4.290076
-0.267578,0.015381,1.017578,-10.320611,5.343512,3.862595
-0.260742,0.016113,1.010498,-12.183207,5.312977,2.259542
-0.243408,0.039062,1.002686,-16.671755,5.755725,-1.709924
-0.222900,0.049561,0.981201,-24.152672,7.099236,-5.816794
-0.186035,0.049316,0.953613,-32.961834,10.564885,-11.679389
-0.155273,0.014648,0.902588,-38.977100,13.648855,-17.480917
-0.121826,-0.038086,0.860352,-39.862595,18.427481,-22.076336
-0.074463,-0.062744,0.798584,-34.152672,22.992367,-23.740458
-0.030029,-0.061523,0.756104,-26.534351,26.961832,-23.129770
0.051025,-0.047363,0.686523,-17.618320,34.122139,-21.664122
0.110352,0.014648,0.630127,-9.877863,44.427483,-19.374046
0.133057,0.083008,0.614746,-9.053435,53.374046,-16.595419
0.132080,0.168457,0.614258,-13.526717,62.167938,-16.458015
0.176514,0.236084,0.591064,-27.190840,71.145035,-17.114504
0.194336,0.242432,0.525879,-42.427483,79.374046,-14.137404
0.221191,0.186523,0.421387,-52.015266,88.961830,-11.190840
0.308594,0.091797,0.246094,-50.259541,106.824425,-7.877862
0.383545,0.036377,0.072998,-39.083969,129.541992,1.358779
0.355957,-0.024658,0.018799,-20.732824,149.832062,12.534351
0.352051,-0.009766,-0.050781,-3.145038,173.770996,16.564886
0.355957,0.057861,-0.109863,4.000000,200.396942,18.687023
0.333252,0.089844,-0.193115,3.755725,228.641220,18.305344
0.257812,0.102295,-0.247559,-1.877863,256.854950,12.412213
0.129150,0.140869,-0.258057,-12.061069,281.603058,6.687023
0.034180,0.130371,-0.287354,-21.893129,304.717560,3.389313
-0.018555,0.150879,-0.375000,-28.748091,330.106873,3.145038
-0.111084,0.163086,-0.428223,-30.519083,353.206116,14.458015
-0.291748,0.162354,-0.483398,-31.862595,369.572510,26.366413
-0.525635,0.106201,-0.541992,-37.832062,382.885498,30.839695
-0.745117,0.052734,-0.629150,-52.519085,403.129761,19.526718
-1.052979,-0.055176,-0.601318,-73.022903,424.091614,-4.503817
-1.461670,-0.009521,-0.687256,-109.328247,443.770996,-35.847328
-1.870117,0.021484,-0.612305,-159.725189,453.496185,-68.045799
-2.084961,-0.059570,-0.617188,-174.931305,436.106873,-62.641220
-2.198975,-0.033936,-0.670898,-139.694656,402.778625,-13.862596
-2.340576,0.200684,-0.754395,-92.671753,367.099243,45.221375
-2.442139,0.422852,-0.742920,-64.045799,341.251923,110.778625
-2.550781,0.383545,-0.778076,-41.145039,323.374054,163.465652
-2.694336,0.282227,-0.690186,-31.251909,309.755737,190.916031
-2.863770,0.045410,-0.687744,-18.625954,296.213745,199.832062
-2.929443,-0.349121,-0.454590,10.961832,260.717560,207.374039
-2.924561,-0.417236,-0.250732,34.977100,232.824432,197.038162
-2.853760,-0.467041,-0.043213,47.541985,197.435120,174.534348
-2.742920,-0.371582,0.165039,48.763359,159.694656,141.236649
-2.580078,-0.304688,0.282471,30.870230,126.229004,97.664124
-2.408203,-0.255859,0.324707,10.335877,97.893127,56.854961
-2.304932,-0.223633,0.337158,-2.977099,68.152672,32.427483
-2.302002,-0.240479,0.417236,-2.580153,34.793892,21.328245
-2.286133,-0.227295,0.472412,3.435115,-2.152672,15.786260
-2.221191,-0.135010,0.460693,10.717557,-38.748093,8.320611
-2.063965,-0.049805,0.370850,9.893129,-69.954201,-6.366412
-1.859131,0.038086,0.201904,2.152672,-90.213737,-23.007633
-1.727539,0.054199,0.041016,-6.977099,-103.526718,-39.709923
-1.636475,0.064209,-0.069580,-11.740458,-116.549622,-52.152672
-1.536865,0.088623,-0.187744,-13.358779,-125.954201,-60.458015
-1.419678,0.159668,-0.292969,-12.671756,-127.282440,-62.213741
-1.402344,0.188721,-0.280518,-10.015267,-133.694656,-53.480915
-1.427490,0.166992,-0.254150,-3.007634,-143.633591,-40.656490
-1.433105,0.179199,-0.223633,4.167939,-155.694656,-26.259542
-1.420410,0.160400,-0.234863,8.076336,-166.503815,-17.694656
-1.376953,0.152832,-0.208496,10.381680,-178.351151,-10.152672
-1.395508,0.073486,-0.218994,4.595420,-180.000000,-14.916031
-1.416504,0.036621,-0.187988,-6.763359,-184.534348,-26.778625
-1.412598,-0.051758,-0.242676,-14.931297,-189.557251,-38.931297
-1.317871,-0.095703,-0.296143,-13.480916,-188.916031,-56.381680
-1.241455,-0.044189,-0.281738,-9.083969,-185.022903,-69.755722
-1.210693,0.093018,-0.150635,-6.106870,-182.793900,-73.923668
-1.104736,0.235107,-0.132568,-8.473283,-182.671753,-71.190842
-0.987061,0.304688,-0.116699,-12.961832,-180.488556,-58.885498
-0.925049,0.260254,-0.088867,-11.770992,-182.381683,-39.099236
-0.922607,0.207764,-0.027588,-10.549619,-185.465652,-17.908398
-0.966064,0.122314,0.034912,-10.030535,-190.732819,0.442748
-1.013672,0.030029,0.130615,-11.648855,-200.549622,10.213740
-1.014648,-0.082764,0.147461,-11.572519,-208.717560,9.114504
-0.972168,-0.114014,0.146729,-15.450381,-212.793900,1.694656
-0.906738,-0.042236,0.175781,-30.000000,-219.389313,-9.160305
-0.744629,0.145264,0.194580,-61.022900,-229.114502,-9.206107
-0.568604,0.209717,0.138184,-93.923668,-223.969467,-12.778625
-0.339355,0.288574,-0.019531,-120.351143,-203.984726,-3.450382
-0.024658,0.162109,-0.240967,-114.717560,-155.022903,12.641221
-0.073242,-0.074463,-0.291992,-73.450378,-114.351143,-25.664122
-0.514893,-0.273682,0.047119,-33.816795,-86.564888,-77.206108
-0.466553,-0.374512,0.248291,5.480916,-72.977097,36.000000
-1.519043,-0.100342,0.634033,48.000000,-91.267174,23.297710
-0.789551,-0.093994,0.685059,40.183205,-111.557251,2.961832
-0.640381,0.017822,0.694092,19.755726,-91.160309,-11.969465
-0.698730,0.031494,0.675049,11.297709,-95.450378,-19.068703
-0.668701,0.097168,0.628418,4.809160,-92.977097,-17.984734
-0.645752,0.121094,0.658203,-0.916031,-92.305344,-27.496183
-0.631348,0.069336,0.637939,-5.557252,-88.732826,-31.190840
-0.711182,0.072021,0.675293,-3.480916,-85.038170,-31.557251
-0.759033,0.065186,0.704834,-6.809160,-79.847328,-36.091602
-0.858398,0.010498,0.849854,-8.534351,-74.824425,-37.251907
-0.923828,0.081543,0.910889,-9.587787,-74.030533,-37.648853
-0.898926,0.064453,0.911865,-9.328244,-79.221375,-27.496183
-0.826660,0.027344,0.876953,-6.946565,-82.305344,-24.396946
-0.721924,0.003906,0.798340,-5.541985,-89.465652,-8.595420
-0.645508,-0.066650,0.756592,3.007634,-95.251907,4.839694
