ax,ay,az,gx,gy,gz
0.444580,-0.343506,0.803711,-2.610687,4.595420,12.396947
0.429688,-0.365234,0.831787,-2.717557,6.183206,14.320611
0.424561,-0.411133,0.889160,-1.328244,8.091603,18.961832
0.467285,-0.481445,0.925537,1.358779,13.435115,25.816793
0.532715,-0.568604,0.986328,5.160306,28.320610,34.137405
0.594238,-0.675537,1.071045,12.152672,47.374046,39.221375
0.626221,-0.809326,1.221191,21.664122,63.465649,34.763359
0.563721,-0.884766,1.368896,35.511452,62.809162,22.687023
0.495361,-0.912354,1.444336,48.000000,49.312977,10.931297
0.488281,-0.921387,1.490967,61.633587,43.206108,6.259542
0.465088,-0.931152,1.543457,81.053436,42.870228,8.259542
0.446289,-0.877441,1.554199,100.641220,39.450382,13.312977
0.507080,-0.788086,1.463379,120.503815,42.244274,18.167938
0.554199,-0.699951,1.395264,135.587784,46.656490,17.755726
0.512451,-0.610352,1.388672,151.938934,44.488548,14.122137
0.550049,-0.516602,1.239014,164.244278,38.366413,9.969465
0.556396,-0.459961,1.171387,180.015274,35.496181,5.633588
0.488770,-0.343506,1.104492,192.198471,30.122137,5.038168
0.464844,-0.280273,0.997070,202.274811,33.847328,12.503817
0.457031,-0.181396,0.866211,217.083969,43.877861,19.465649
0.437012,-0.030518,0.761230,222.778625,41.954197,24.503817
0.440674,0.050781,0.680176,225.160309,48.061069,21.618320
0.388184,0.095947,0.622803,227.877869,37.389313,7.404580
0.362549,0.196533,0.492188,225.603058,23.053434,-10.412213
0.333008,0.304443,0.370361,216.244278,11.236641,-25.832062
0.303223,0.406006,0.287598,205.618317,6.290076,-38.351147
0.175781,0.364502,0.266357,194.442749,1.267176,-48.503819
0.223633,0.593994,0.140137,180.183212,-2.778626,-46.778625
0.213135,0.670410,-0.033203,165.664124,2.015267,-41.099236
0.210205,0.836426,-0.109863,143.175568,15.694656,-27.862595
0.185303,1.000244,-0.214600,123.725189,32.198475,-20.045801
0.170166,1.208984,-0.409424,93.038170,36.610687,-16.274809
0.162598,1.429688,-0.613037,53.938931,34.305344,-17.572519
0.187988,1.645020,-0.805908,3.587786,31.099237,-18.595419
0.075439,1.680908,-0.898682,-50.030533,19.587786,-16.625954
0.000000,1.627441,-0.916504,-101.358780,15.175572,-10.290076
-0.040283,1.462158,-0.910400,-145.893127,-6.229008,-3.022901
0.031250,1.347900,-0.915283,-186.137405,-22.076336,-1.557252
0.113770,1.220947,-0.959229,-220.900757,-37.816795,2.320611
0.264404,1.143066,-1.082031,-259.419861,-37.709923,5.236641
0.261963,1.074219,-1.128174,-300.961823,-37.404579,11.709924
0.383301,0.822754,-1.343018,-345.648865,-31.557251,15.801527
0.411133,0.559326,-1.404297,-390.290070,-14.259542,18.656488
0.413818,0.352295,-1.477051,-439.648865,1.496183,17.083969
0.320312,0.112793,-1.484375,-489.267181,-2.992366,13.954199
0.254639,-0.161377,-1.443359,-500.274811,-17.389313,15.236641
0.352051,-0.488770,-1.566162,-500.274811,-25.816793,17.297710
0.447998,-0.848633,-1.549805,-500.274811,-6.229008,24.427481
0.622314,-1.322510,-1.468750,-500.274811,18.839695,31.099237
0.794922,-1.829590,-1.230225,-500.274811,69.404579,35.129772
0.876709,-2.261963,-0.973145,-500.274811,136.824432,29.480917
0.593506,-2.520264,-0.630859,-500.274811,163.984726,6.030534
0.392090,-2.678955,-0.327637,-498.045807,161.343506,-25.358778
0.271973,-2.773438,-0.036133,-469.267181,122.229004,-66.030533
0.290527,-2.733154,0.197266,-436.610687,54.854961,-95.022903
